10-digit PSGC,Name,Geographic Level
1381300139,Batasan Hills,Bgy
1381300140,Holy Spirit,Bgy
1381300141,Greater Lagro,Bgy
1381300142,North Fairview,Bgy
1381400000,City of San Juan,City
1381400001,Addition Hills,Bgy
1381400002,Balong-Bato,Bgy
1381400003,Batis,Bgy
1381400004,Corazon De Jesus,Bgy
1381400005,Ermitaño,Bgy
1381400006,Halo-halo,Bgy
1381400007,Isabelita,Bgy
1381400008,Kabayanan,Bgy
1381400009,Little Baguio,Bgy
1381400010,Maytunas,Bgy
1381400011,Onse,Bgy
1381400012,Pasadeña,Bgy
1381400013,Pedro Cruz,Bgy
1381400014,Progreso,Bgy
1381400015,Rivera,Bgy
1381400016,Salapan,Bgy
1381400017,San Perfecto,Bgy
1381400018,Santa Lucia,Bgy
1381400019,Tibagan,Bgy
1381400020,West Crame,Bgy
1381400021,Greenhills,Bgy
1381500000,City of Taguig,City
1381500001,Tanyag,Bgy
1381500002,Bagumbayan,Bgy
1381500003,Bambang,Bgy
1381500004,Calzada,Bgy
1381500005,Hagonoy,Bgy
1381500006,Ibayo-Tipas,Bgy
1381500007,Ligid-Tipas,Bgy
1381500008,Lower Bicutan,Bgy
1381500009,Maharlika Village,Bgy
1381500010,Napindan,Bgy
1381500011,Palingon,Bgy
1381500012,Santa Ana,Bgy
1381500013,Central Signal Village,Bgy
1381500014,Tuktukan,Bgy
1381500015,Upper Bicutan,Bgy
1381500016,Ususan,Bgy
1381500017,Wawa,Bgy
1381500018,Western Bicutan,Bgy
1381500019,Central Bicutan,Bgy
1381500020,Fort Bonifacio,Bgy
1381500021,Katuparan,Bgy
1381500022,New Lower Bicutan,Bgy
1381500023,North Daang Hari,Bgy
1381500024,North Signal Village,Bgy
1381500025,Pinagsama,Bgy
1381500026,San Miguel,Bgy
1381500027,South Daang Hari,Bgy
1381500028,South Signal Village,Bgy
1381500029,Cembo,Bgy
1381500030,Comembo,Bgy
1381500031,East Rembo,Bgy
1381500032,Pembo,Bgy
1381500033,Pitogo,Bgy
1381500034,Post Proper Northside,Bgy
1381500035,Post Proper Southside,Bgy
1381500036,Rizal,Bgy
1381500037,South Cembo,Bgy
1381500038,West Rembo,Bgy
1381600000,City of Valenzuela,City
1381600001,Arkong Bato,Bgy
1381600002,Bagbaguin,Bgy
1381600003,Balangkas,Bgy
1381600004,Parada,Bgy
1381600005,Bignay,Bgy
1381600006,Bisig,Bgy
1381600007,Canumay West,Bgy
1381600008,Karuhatan,Bgy
1381600009,Coloong,Bgy
1381600010,Dalandanan,Bgy
1381600011,Gen. T. De Leon,Bgy
1381600012,Isla,Bgy
1381600013,Lawang Bato,Bgy
1381600014,Lingunan,Bgy
1381600015,Mabolo,Bgy
1381600016,Malanday,Bgy
1381600017,Malinta,Bgy
1381600018,Mapulang Lupa,Bgy
1381600019,Marulas,Bgy
1381600020,Maysan,Bgy
1381600021,Palasan,Bgy
1381600022,Pariancillo Villa,Bgy
1381600023,Paso De Blas,Bgy
1381600024,Pasolo,Bgy
1381600025,Poblacion,Bgy
1381600026,Pulo,Bgy
1381600027,Punturin,Bgy
1381600028,Rincon,Bgy
1381600029,Tagalag,Bgy
1381600030,Ugong,Bgy
1381600031,Viente Reales,Bgy
1381600032,Wawang Pulo,Bgy
1381600033,Canumay East,Bgy
1381701000,Pateros,Mun
1381701001,Aguho,Bgy
1381701002,Magtanggol,Bgy
1381701003,Martires Del 96,Bgy
1381701004,Poblacion,Bgy
1381701005,San Pedro,Bgy
1381701006,San Roque,Bgy
1381701007,Santa Ana,Bgy
1381701008,Santo Rosario-Kanluran,Bgy
1381701009,Santo Rosario-Silangan,Bgy
1381701010,Tabacalera,Bgy
